Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
202 6th Ave S,Aid Response,4/5/23 12:37,47.600854,-122.326354,POINT (-122.326354 47.600854),F230041183
Elliott Ave / Broad St,MVI - Motor Vehicle Incident,4/5/23 12:51,47.615588,-122.354224,POINT (-122.354224 47.615588),F230041185
838 Nw 54th St,Investigate Out Of Service,4/5/23 12:52,47.667902,-122.367096,POINT (-122.367096 47.667902),F230041186
3844 Belvidere Ave Sw,Triaged Incident,4/5/23 13:02,47.569493,-122.379746,POINT (-122.379746 47.569493),F230041188
5316 Rainier Ave S,Medic Response,4/5/23 13:02,47.553825,-122.280571,POINT (-122.280571 47.553825),F230041189
165 14th Ave,Low Acuity Response,4/5/23 13:02,47.602923,-122.314195,POINT (-122.314195 47.602923),F230041190
6057 34TH AVE NE,Aid Response,4/5/23 13:06,47.672667,-122.291143,POINT (-122.291143 47.672667),F230041192
2001 8th Ave,Medic Response,4/5/23 13:08,47.615721,-122.336595,POINT (-122.336595 47.615721),F230041193
101 Terry Ave N,Aid Response,4/5/23 13:14,47.618527,-122.337151,POINT (-122.337151 47.618527),F230041195
2028 3rd Ave,Aid Response,4/5/23 13:19,47.61261,-122.34125,POINT (-122.34125 47.61261),F230041196
9535 7th Ave Nw,Triaged Incident,4/5/23 13:20,47.698175,-122.364704,POINT (-122.364704 47.698175),F230041197
12047 38th Ave Ne,Aid Response,4/5/23 13:23,47.715816,-122.287278,POINT (-122.287278 47.715816),F230041198
819 Virginia St,Aid Response,4/5/23 13:24,47.61585,-122.336428,POINT (-122.336428 47.61585),F230041199
2012 Ne Skagit Ln,Aid Response Yellow,4/5/23 13:24,47.656816,-122.306243,POINT (-122.306243 47.656816),F230041200
4835 California Ave Sw,Low Acuity Response,4/5/23 13:28,47.559002,-122.386839,POINT (-122.386839 47.559002),F230041201
925 4th Ave,Auto Fire Alarm,4/5/23 13:30,47.605549,-122.332417,POINT (-122.332417 47.605549),F230041202
2717 Dexter Ave N,Medic Response,4/5/23 13:30,47.644374,-122.346913,POINT (-122.346913 47.644374),F230041203
350 Nw 85th St,MVI - Motor Vehicle Incident,4/5/23 13:33,47.690627,-122.361087,POINT (-122.361087 47.690627),F230041204
114 Westlake Ave N,Aid Response,4/5/23 13:33,47.618689,-122.338484,POINT (-122.338484 47.618689),F230041205
800 Jefferson St,Auto Fire Alarm,4/5/23 13:39,47.604377,-122.325207,POINT (-122.325207 47.604377),F230041206
Brooklyn Ave Ne / Ne Boat St,Medic Response,4/5/23 13:39,47.651809,-122.314535,POINT (-122.314535 47.651809),F230041207
1410 Ne Campus Pkwy,Auto Fire Alarm,4/5/23 13:39,47.656214,-122.313146,POINT (-122.313146 47.656214),F230041208
6620 Roosevelt Way Ne,Aid Response,4/5/23 13:43,47.676695,-122.317375,POINT (-122.317375 47.676695),F230041209
3522 S Webster St,Aid Response,4/5/23 13:44,47.535218,-122.287855,POINT (-122.287855 47.535218),F230041210
8451 Beacon Ave S,Medic Response- 7 per Rule,4/5/23 13:45,47.527467,-122.287998,POINT (-122.287998 47.527467),F230041211
9400 Olson Pl Sw,Rubbish Fire,4/5/23 13:46,47.519699,-122.338395,POINT (-122.338395 47.519699),F230041213
1100 N 115th St,Aid Response,4/5/23 13:48,47.712319,-122.344814,POINT (-122.344814 47.712319),F230041214
5915 Delridge Way Sw,Low Acuity Response,4/5/23 13:58,47.549955,-122.363012,POINT (-122.363012 47.549955),F230041218
140 Broadway E,Rubbish Fire,4/5/23 14:05,47.619205,-122.320862,POINT (-122.320862 47.619205),F230041219
1209 S Jackson St,Medic Response,4/5/23 14:07,47.599188,-122.317086,POINT (-122.317086 47.599188),F230041220
12740 33rd Ave Ne,Low Acuity Response,4/5/23 14:18,47.720938,-122.292513,POINT (-122.292513 47.720938),F230041222
2024 3rd Ave,Low Acuity Response,4/5/23 14:26,47.612578,-122.341197,POINT (-122.341197 47.612578),F230041223
525 14th Ave E,Aid Response,4/5/23 14:30,47.623391,-122.314649,POINT (-122.314649 47.623391),F230041224
6901 W West Marginal Way Sw,Fire in Building,4/5/23 14:30,47.53994,-122.3423,POINT (-122.3423 47.53994),F230041225
583 Battery St,Investigate Out Of Service,4/5/23 14:34,47.617394,-122.343668,POINT (-122.343668 47.617394),F230041226
4335 5th Ave Ne,Unk Odor,4/5/23 14:36,47.659372,-122.322984,POINT (-122.322984 47.659372),F230041227
1301 Alaskan Way,Aid Response,4/5/23 14:39,47.605911,-122.340413,POINT (-122.340413 47.605911),F230041229
5th Ave / Pine St,Aid Response,4/5/23 14:43,47.611672,-122.336484,POINT (-122.336484 47.611672),F230041230
8201 Lake City Way Ne,Auto Fire Alarm,4/5/23 14:45,47.688503,-122.31076,POINT (-122.31076 47.688503),F230041232
10548 5th Ave Ne,Triaged Incident,4/5/23 14:48,47.705596,-122.323189,POINT (-122.323189 47.705596),F230041233
500 Pike St,Aid Response,4/5/23 14:51,47.610678,-122.335574,POINT (-122.335574 47.610678),F230041235
Rainier Ave S / S Byron St,Aid Response,4/5/23 14:51,47.573943,-122.294787,POINT (-122.294787 47.573943),F230041236
M L King Jr Way S / S Othello St,Aid Response,4/5/23 15:01,47.537042,-122.281293,POINT (-122.281293 47.537042),F230041239
10507 Aurora Ave N,Aid Response,4/5/23 15:03,47.705096,-122.344695,POINT (-122.344695 47.705096),F230041240
3rd Ave / Pike St,Medic Response,4/5/23 15:07,47.60975,-122.337793,POINT (-122.337793 47.60975),F230041241
621 S King St,Aid Response,4/5/23 15:07,47.598353,-122.325793,POINT (-122.325793 47.598353),F230041242
8451 18th Ave Sw,Aid Response,4/5/23 15:10,47.527823,-122.357761,POINT (-122.357761 47.527823),F230041243
362 N 76th St,Low Acuity Response,4/5/23 15:12,47.68402,-122.354395,POINT (-122.354395 47.68402),F230041244
4528 44th Ave Sw,Aid Response,4/5/23 15:17,47.562691,-122.388129,POINT (-122.388129 47.562691),F230041245
7340 27th Ave Nw,Aid Response,4/5/23 15:28,47.681663,-122.390836,POINT (-122.390836 47.681663),F230041246
4335 5th Ave Ne,Unk Odor,4/5/23 15:31,47.659372,-122.322984,POINT (-122.322984 47.659372),F230041247
Ne 143rd St / 17th Ave Ne,Aid Response,4/5/23 15:32,47.732097,-122.310026,POINT (-122.310026 47.732097),F230041248
2225 4th Ave,Aid Response,4/5/23 15:34,47.614788,-122.342952,POINT (-122.342952 47.614788),F230041249
4335 5th Ave Ne,Unk Odor,4/5/23 15:35,47.659372,-122.322984,POINT (-122.322984 47.659372),F230041250
1106 Pike St,Aid Response,4/5/23 15:35,47.613494,-122.328845,POINT (-122.328845 47.613494),F230041251
853 Ne 88th St,Nurseline/AMR,4/5/23 15:36,47.692201,-122.31959,POINT (-122.31959 47.692201),F230041252
610 2nd Ave N,Medic Response,4/5/23 15:46,47.624653,-122.352791,POINT (-122.352791 47.624653),F230041254
10049 College Way N,Aid Response Yellow,4/5/23 15:50,47.701742,-122.335029,POINT (-122.335029 47.701742),F230041256
NB I5 AT SPOKANE,Aid Response,4/5/23 15:53,47.552107,-122.316869,POINT (-122.316869 47.552107),F230041257
2412 Westlake Ave N,AFA4 - Auto Alarm 2 + 1 + 1,4/5/23 15:57,47.639946,-122.341887,POINT (-122.341887 47.639946),F230041259
1937 1st Ave,Aid Response,4/5/23 15:58,47.610576,-122.341779,POINT (-122.341779 47.610576),F230041260
5803 5th Ave Nw,Rescue Lock In/Out,4/5/23 15:59,47.670898,-122.362933,POINT (-122.362933 47.670898),F230041261
2nd Ave / Bell St,Aid Response,4/5/23 16:04,47.61404,-122.345653,POINT (-122.345653 47.61404),F230041262
8720 14th Ave S,Aid Response,4/5/23 16:07,47.525419,-122.314927,POINT (-122.314927 47.525419),F230041263
6818 62nd Ave Ne,Auto Fire Alarm,4/5/23 16:15,47.677949,-122.262215,POINT (-122.262215 47.677949),F230041266
10300 1st Ave Ne,Medic Response,4/5/23 16:16,47.70318,-122.328526,POINT (-122.328526 47.70318),F230041267
Sw Roxbury St / 11th Ave Sw,Encampment Fire,4/5/23 16:21,47.517326,-122.349244,POINT (-122.349244 47.517326),F230041268
4502 Sw Wildwood Pl,Aid Response,4/5/23 16:23,47.52079,-122.390232,POINT (-122.390232 47.52079),F230041273
AURORA AVE N / VALLEY ST,MVI - Motor Vehicle Incident,4/5/23 16:24,47.626254,-122.34348,POINT (-122.34348 47.626254),F230041274
9450 10TH AVE SW,Brush Fire,4/5/23 16:29,47.5177,-122.347973,POINT (-122.347973 47.5177),F230041282
3600 23rd Ave Sw,Aid Response,4/5/23 16:34,47.57142,-122.362034,POINT (-122.362034 47.57142),F230041283
325 9th Ave,Auto Fire Alarm,4/5/23 16:42,47.603588,-122.322949,POINT (-122.322949 47.603588),F230041287
4550 S Henderson St,Aid Response,4/5/23 16:42,47.523311,-122.2753,POINT (-122.2753 47.523311),F230041286
225 Yesler Way,Aid Response,4/5/23 16:47,47.601718,-122.331545,POINT (-122.331545 47.601718),F230041289
10200 1st Ave Ne,Medic Response,4/5/23 16:53,47.702577,-122.328518,POINT (-122.328518 47.702577),F230041290
9400 Rainier Ave S,Auto Fire Alarm,4/5/23 16:56,47.519834,-122.26509,POINT (-122.26509 47.519834),F230041291
Nb I5 At Spokane,MVI Freeway,4/5/23 17:07,47.552107,-122.316869,POINT (-122.316869 47.552107),F230041294
12726 17th Ave Ne,Aid Response,4/5/23 17:07,47.721088,-122.310885,POINT (-122.310885 47.721088),F230041292
548 15th Ave,Rescue Elevator,4/5/23 17:08,47.606628,-122.312857,POINT (-122.312857 47.606628),F230041293
Stanley Ave S / S Hardy St,Aid Response,4/5/23 17:11,47.546071,-122.313927,POINT (-122.313927 47.546071),F230041295
1200 University St,Aid Response,4/5/23 17:15,47.611943,-122.325987,POINT (-122.325987 47.611943),F230041296
1520 Melrose Ave,Aid Response,4/5/23 17:16,47.614174,-122.327923,POINT (-122.327923 47.614174),F230041297
N 135th St / Aurora Ave N,Encampment Fire,4/5/23 17:17,47.72686,-122.345017,POINT (-122.345017 47.72686),F230041298
Nb I5 At Spokane,MVI Freeway,4/5/23 17:21,47.552107,-122.316869,POINT (-122.316869 47.552107),F230041300
10321 Lake City Way Ne,MVI - Motor Vehicle Incident,4/5/23 17:26,47.703233,-122.301606,POINT (-122.301606 47.703233),F230041303
6512 35th Ave Sw,Aid Response,4/5/23 17:26,47.544573,-122.376448,POINT (-122.376448 47.544573),F230041302
12317 15th Ave Ne,Rescue Elevator,4/5/23 17:26,47.717748,-122.312622,POINT (-122.312622 47.717748),F230041304
700 Columbia St,Aid Response,4/5/23 17:31,47.606053,-122.328277,POINT (-122.328277 47.606053),F230041306
ILLINOIS AVE / TEXAS WAY,Aid Response,4/5/23 17:38,47.664886,-122.410954,POINT (-122.410954 47.664886),F230041308
8732 Phinney Ave N,Nurseline/AMR,4/5/23 17:42,47.692601,-122.353952,POINT (-122.353952 47.692601),F230041309
1500 E Mcgraw St,Low Acuity Response,4/5/23 17:44,47.640299,-122.312343,POINT (-122.312343 47.640299),F230041310
2908 S Holly St,Aid Response,4/5/23 17:44,47.542649,-122.295463,POINT (-122.295463 47.542649),F230041311
Alaskan Way S / S Main St,Medic Response- 7 per Rule,4/5/23 17:55,47.600046,-122.335911,POINT (-122.335911 47.600046),F230041312
2704 48th Ave Sw,Aid Response,4/5/23 18:05,47.579338,-122.393054,POINT (-122.393054 47.579338),F230041315
6513 45th Ave Ne,Aid Response,4/5/23 18:15,47.675862,-122.279536,POINT (-122.279536 47.675862),F230041317
1911 22nd Ave S,Aid Response,4/5/23 18:15,47.586234,-122.304237,POINT (-122.304237 47.586234),F230041318
94 Bay St,Medic Response,4/5/23 18:19,47.618412,-122.355206,POINT (-122.355206 47.618412),F230041320
2119 3rd Ave,Trans to AMR,4/5/23 18:23,47.613308,-122.342432,POINT (-122.342432 47.613308),F230041322
312 Nw 85th St,Aid Response,4/5/23 18:27,47.690626,-122.360747,POINT (-122.360747 47.690626),F230041323
225 Harvard Ave E,Aid Response Yellow,4/5/23 18:32,47.620184,-122.322211,POINT (-122.322211 47.620184),F230041325
1039 6th Ave S,Nurseline/AMR,4/5/23 18:36,47.593751,-122.325968,POINT (-122.325968 47.593751),F230041328
3rd Ave / Cherry St,Triaged Incident,4/5/23 18:37,47.603484,-122.332062,POINT (-122.332062 47.603484),F230041330
2055 43rd Ave E,Auto Fire Alarm,4/5/23 18:43,47.637336,-122.277109,POINT (-122.277109 47.637336),F230041334
33rd Ave Ne / Ne 125th St,Illegal Burn,4/5/23 18:45,47.719265,-122.29273,POINT (-122.29273 47.719265),F230041335
442 S Main St,Aid Response,4/5/23 18:46,47.600035,-122.328407,POINT (-122.328407 47.600035),F230041336
3rd Ave / Cherry St,Aid Response,4/5/23 18:50,47.603484,-122.332062,POINT (-122.332062 47.603484),F230041337
2006 S Weller St,Aid Response,4/5/23 18:54,47.59748,-122.306174,POINT (-122.306174 47.59748),F230041339
4152 29th Ave S,Aid Response,4/5/23 18:55,47.565432,-122.29761,POINT (-122.29761 47.565432),F230041340
1516 2ND AVE,4RED - 2 + 1 + 1,4/5/23 18:56,47.609437,-122.339043,POINT (-122.339043 47.609437),F230041341
5710 26th Ave Nw,Aid Response,4/5/23 18:59,47.670256,-122.390143,POINT (-122.390143 47.670256),F230041342
4th Ave / Denny Way,Aid Response,4/5/23 19:00,47.618576,-122.348925,POINT (-122.348925 47.618576),F230041343
4817 42nd Ave Sw,Medic Response,4/5/23 19:01,47.55916,-122.385514,POINT (-122.385514 47.55916),F230041344
1911 22nd Ave S,Hang-Up- Aid,4/5/23 19:02,47.586234,-122.304237,POINT (-122.304237 47.586234),F230041345
4505 Linden Ave N,Nurseline/AMR,4/5/23 19:03,47.661422,-122.348597,POINT (-122.348597 47.661422),F230041346
7931 46th Ave S,Medic Response,4/5/23 19:03,47.531366,-122.274475,POINT (-122.274475 47.531366),F230041347
11th Ave Nw / Nw 46th St,Aid Response,4/5/23 19:10,47.662199,-122.370768,POINT (-122.370768 47.662199),F230041349
2709 3rd Ave,Aid Response,4/5/23 19:15,47.617176,-122.348974,POINT (-122.348974 47.617176),F230041350
503 S Royal Brougham Way,Aid Response,4/5/23 19:17,47.592399,-122.327256,POINT (-122.327256 47.592399),F230041351
5318 S Fletcher St,Nurseline/AMR,4/5/23 19:18,47.519018,-122.265977,POINT (-122.265977 47.519018),F230041352
6612 ROOSEVELT WAY NE,Aid Response,4/5/23 19:20,47.676636,-122.317374,POINT (-122.317374 47.676636),F230041354
116 Stewart St,Aid Response,4/5/23 19:21,47.610387,-122.341198,POINT (-122.341198 47.610387),F230041353
4002 S Holly St,Aid Response,4/5/23 19:25,47.542448,-122.282619,POINT (-122.282619 47.542448),F230041355
9201 15th Ave Nw,Aid Response,4/5/23 19:26,47.69607,-122.376796,POINT (-122.376796 47.69607),F230041356
1145 Nw 63rd St,Aid Response,4/5/23 19:28,47.674542,-122.371716,POINT (-122.371716 47.674542),F230041357
5th Ave Ne / Ne 105th St,MVI - Motor Vehicle Incident,4/5/23 19:32,47.704956,-122.32317,POINT (-122.32317 47.704956),F230041358
1911 Aurora Ave N,Aid Response,4/5/23 19:37,47.640453,-122.346334,POINT (-122.346334 47.640453),F230041360
11300 3rd Ave Ne,Aid Response,4/5/23 19:37,47.710458,-122.326003,POINT (-122.326003 47.710458),F230041361
1202 E Pine St,Medic Response,4/5/23 19:44,47.615264,-122.316827,POINT (-122.316827 47.615264),F230041363
2006 Nw 65th St,Aid Response,4/5/23 19:46,47.675984,-122.382213,POINT (-122.382213 47.675984),F230041364
4619 Greenwood Ave N,Low Acuity Response,4/5/23 19:47,47.662898,-122.355425,POINT (-122.355425 47.662898),F230041365
420 Valley St,Medic Response,4/5/23 19:47,47.626285,-122.348596,POINT (-122.348596 47.626285),F230041366
8515 14th Ave S,Aid Response,4/5/23 19:49,47.527229,-122.314916,POINT (-122.314916 47.527229),F230041367
4700 38th Ave Sw,Aid Response,4/5/23 20:00,47.561082,-122.380063,POINT (-122.380063 47.561082),F230041369
2900 3rd Ave W,Medic Response,4/5/23 20:02,47.645803,-122.360896,POINT (-122.360896 47.645803),F230041370
699 John St,Investigate Out Of Service,4/5/23 20:03,47.619719,-122.34368,POINT (-122.34368 47.619719),F230041372
Lake City Way Ne / Ne 98th St,Aid Response,4/5/23 20:08,47.700271,-122.303318,POINT (-122.303318 47.700271),F230041374
Lake City Way Ne / Ne 98th St,Aid Response,4/5/23 20:08,47.700271,-122.303318,POINT (-122.303318 47.700271),F230041375
4484 M L King Jr Way S,Aid Response,4/5/23 20:10,47.563035,-122.294639,POINT (-122.294639 47.563035),F230041376
2116 4th Ave,Illegal Burn,4/5/23 20:11,47.613949,-122.341532,POINT (-122.341532 47.613949),F230041377
2nd Ave / Pine St,Aid Response,4/5/23 20:17,47.610278,-122.339812,POINT (-122.339812 47.610278),F230041378
2821 S Walden St,Aid Response,4/5/23 20:19,47.572163,-122.296173,POINT (-122.296173 47.572163),F230041379
12501 28TH AVE NE,Aid Response,4/5/23 20:20,47.719292,-122.297803,POINT (-122.297803 47.719292),F230041380
4200 S Othello St,Aid Response,4/5/23 20:26,47.537049,-122.280735,POINT (-122.280735 47.537049),F230041381
918 N 103rd St,Aid Response,4/5/23 20:28,47.70361,-122.347122,POINT (-122.347122 47.70361),F230041382
17th Ave E / E Mercer St,Triaged Incident,4/5/23 20:29,47.624432,-122.309998,POINT (-122.309998 47.624432),F230041383
4848 Ne 40th St,Medic Response,4/5/23 20:31,47.657667,-122.275911,POINT (-122.275911 47.657667),F230041384
306 Blanchard St,Aid Response,4/5/23 20:32,47.613977,-122.343441,POINT (-122.343441 47.613977),F230041385
125 16TH AVE E,Medic Response,4/5/23 20:36,47.618801,-122.311432,POINT (-122.311432 47.618801),F230041386
4215 Rainier Ave S,Nurseline/AMR,4/5/23 20:38,47.565238,-122.288499,POINT (-122.288499 47.565238),F230041387
3509 S Adams St,Aid Response,4/5/23 20:41,47.56552,-122.28964,POINT (-122.28964 47.56552),F230041389
2nd Ave / Union St,Aid Response,4/5/23 20:45,47.608292,-122.337995,POINT (-122.337995 47.608292),F230041390
1942 Westlake Ave,Triaged Incident,4/5/23 20:47,47.61409,-122.337592,POINT (-122.337592 47.61409),F230041391
3815 S Othello St,Aid Response,4/5/23 20:47,47.537037,-122.284506,POINT (-122.284506 47.537037),F230041393
913 S Jackson St,Medic Response,4/5/23 20:52,47.59919,-122.320841,POINT (-122.320841 47.59919),F230041394
10750 30th Ave Ne,Scenes Of Violence 7,4/5/23 20:55,47.706969,-122.296231,POINT (-122.296231 47.706969),F230041395
2988 Sw Avalon Way,Nurseline/AMR,4/5/23 21:02,47.568611,-122.370758,POINT (-122.370758 47.568611),F230041398
9061 Seward Park Ave S,Aid Response,4/5/23 21:07,47.521679,-122.264284,POINT (-122.264284 47.521679),F230041399
E Pine St / Boylston Ave,Aid Response,4/5/23 21:10,47.615231,-122.323415,POINT (-122.323415 47.615231),F230041401
12th Ave S / S Jackson St,Aid Response,4/5/23 21:12,47.599187,-122.317225,POINT (-122.317225 47.599187),F230041400
Boylston Ave / E Pine St,Aid Response,4/5/23 21:27,47.615231,-122.323415,POINT (-122.323415 47.615231),F230041404
M L King Jr Way S / S Orcas St,Aid Response,4/5/23 21:28,47.55123,-122.288096,POINT (-122.288096 47.55123),F230041405
3512 S Juneau St,Auto Fire Alarm,4/5/23 21:52,47.549772,-122.288795,POINT (-122.288795 47.549772),F230041406
244 Nw Market St,Automatic Fire Alarm Resd,4/5/23 21:56,47.665572,-122.359997,POINT (-122.359997 47.665572),F230041408
315 33rd Ave,Medic Response,4/5/23 21:56,47.60459,-122.290519,POINT (-122.290519 47.60459),F230041407
7334 27th Ave Nw,Medic Response,4/5/23 21:58,47.681608,-122.390836,POINT (-122.390836 47.681608),F230041410
9500 Rainier Ave S,Aid Response,4/5/23 22:03,47.520264,-122.261582,POINT (-122.261582 47.520264),F230041411
14356 Aurora Ave N,Triaged Incident,4/5/23 22:19,47.733156,-122.345086,POINT (-122.345086 47.733156),F230041413
10306 Meridian Ave N,Auto Fire Alarm,4/5/23 22:20,47.703266,-122.333904,POINT (-122.333904 47.703266),F230041414
10200 1st Ave Ne,Aid Response,4/5/23 22:25,47.702577,-122.328518,POINT (-122.328518 47.702577),F230041415
1724 Nw 97th St,Aid Response,4/5/23 22:30,47.699722,-122.378768,POINT (-122.378768 47.699722),F230041416
10200 1st Ave Ne,Nurseline/AMR,4/5/23 22:53,47.702577,-122.328518,POINT (-122.328518 47.702577),F230041421
1037 S Jackson St,Medic Response,4/5/23 23:09,47.599185,-122.319188,POINT (-122.319188 47.599185),F230041424
2702 6th Ave S,Aid Response,4/5/23 23:18,47.579788,-122.325977,POINT (-122.325977 47.579788),F230041425
2401 S Jackson St,Aid Response,4/5/23 23:20,47.599288,-122.301125,POINT (-122.301125 47.599288),F230041426
6620 Roosevelt Way Ne,Aid Response,4/5/23 23:31,47.676695,-122.317375,POINT (-122.317375 47.676695),F230041428
115 Broadway E,Illegal Burn,4/5/23 23:52,47.618907,-122.320857,POINT (-122.320857 47.618907),F230041429
8801 9th Ave Sw,Medic Response,4/5/23 23:54,47.524635,-122.346736,POINT (-122.346736 47.524635),F230041430
1911 22nd Ave S,Auto Fire Alarm,4/6/23 0:09,47.586234,-122.304237,POINT (-122.304237 47.586234),F230041432
8732 Phinney Ave N,Aid Response,4/6/23 0:09,47.692601,-122.353952,POINT (-122.353952 47.692601),F230041431
OCCIDENTAL AVE S / S MASSACHUSETTS ST,Aid Response,4/6/23 0:15,47.588228,-122.333264,POINT (-122.333264 47.588228),F230041434
1765 6TH AVE S,Aid Response,4/6/23 0:21,47.587559,-122.325971,POINT (-122.325971 47.587559),F230041435
9440 27th Ave Sw,Aid Response,4/6/23 0:24,47.518457,-122.367275,POINT (-122.367275 47.518457),F230041436
525 Ne Northgate Way,Medic Response,4/6/23 0:33,47.708593,-122.323047,POINT (-122.323047 47.708593),F230041437
3938 Whitman Ave N,Alarm Bell,4/6/23 0:38,47.654606,-122.345963,POINT (-122.345963 47.654606),F230041438
324 26th Ave S,Investigate Out Of Service,4/6/23 0:38,47.599893,-122.298648,POINT (-122.298648 47.599893),F230041441
11228 56th Ave S,4RED - 2 + 1 + 1,4/6/23 0:50,47.500051,-122.262436,POINT (-122.262436 47.500051),F230041443
845 Ne 66th St,Dumpster Fire,4/6/23 0:50,47.676573,-122.319473,POINT (-122.319473 47.676573),F230041442
7755 Seaview Ave Nw,Aid Response,4/6/23 0:51,47.685627,-122.402758,POINT (-122.402758 47.685627),F230041444
Ne 123rd St / 15th Ave Ne,Illegal Burn,4/6/23 0:56,47.717602,-122.312617,POINT (-122.312617 47.717602),F230041445
1440 Nw 64th St,Aid Response,4/6/23 0:57,47.675276,-122.374622,POINT (-122.374622 47.675276),F230041446
5727 37th Ave S,Low Acuity Response,4/6/23 1:26,47.551024,-122.286266,POINT (-122.286266 47.551024),F230041448
5025 Pullman Ave Ne,Aid Response,4/6/23 1:28,47.669401,-122.273705,POINT (-122.273705 47.669401),F230041449
2315 Ne 65th St,Aid Response,4/6/23 1:32,47.675775,-122.302579,POINT (-122.302579 47.675775),F230041450
705 Pike St,Medic Response,4/6/23 1:33,47.61163,-122.333297,POINT (-122.333297 47.61163),F230041451
15th Ave Ne / Ne 50th St,Medic Response,4/6/23 1:45,47.664893,-122.311937,POINT (-122.311937 47.664893),F230041452
501 S Royal Brougham Way,Aid Response,4/6/23 1:52,47.592396,-122.327325,POINT (-122.327325 47.592396),F230041453
4719 12th Ave Ne,Aid Response,4/6/23 2:08,47.663215,-122.315262,POINT (-122.315262 47.663215),F230041455
5300 Ballard Ave Nw,Aid Response,4/6/23 2:13,47.666409,-122.383199,POINT (-122.383199 47.666409),F230041456
1819 Bellevue Ave,Nurseline/AMR,4/6/23 2:20,47.617878,-122.326759,POINT (-122.326759 47.617878),F230041457
169 12th Ave,Aid Response,4/6/23 2:35,47.602996,-122.316782,POINT (-122.316782 47.602996),F230041458
1811 Eastlake Ave,Aid Response,4/6/23 2:46,47.618002,-122.329182,POINT (-122.329182 47.618002),F230041461
201 Galer St,Aid Response,4/6/23 2:46,47.632312,-122.352629,POINT (-122.352629 47.632312),F230041460
14303 Aurora Ave N,Aid Response,4/6/23 2:51,47.732341,-122.345077,POINT (-122.345077 47.732341),F230041462
Rainier Ave S / S King St,Nurseline/AMR,4/6/23 2:53,47.598331,-122.313407,POINT (-122.313407 47.598331),F230041463
1410 N 53rd St,Alarm Bell,4/6/23 3:08,47.667086,-122.340002,POINT (-122.340002 47.667086),F230041467
808 Fir St,Aid Response,4/6/23 3:11,47.602699,-122.322029,POINT (-122.322029 47.602699),F230041468
3rd Ave S / S Main St,Medic Response- 7 per Rule,4/6/23 4:02,47.599991,-122.330342,POINT (-122.330342 47.599991),F230041471
1642 Melrose Ave,Encampment Fire,4/6/23 4:08,47.616408,-122.327884,POINT (-122.327884 47.616408),F230041473
223 Yesler Way,Medic Response,4/6/23 4:13,47.601718,-122.331581,POINT (-122.331581 47.601718),F230041476
420 Vine St,Aid Response,4/6/23 4:19,47.617379,-122.34693,POINT (-122.34693 47.617379),F230041477
12318 15th Ave Ne,Rubbish Fire,4/6/23 4:35,47.717758,-122.312622,POINT (-122.312622 47.717758),F230041479
4133 23rd Ave Sw,Aid Response,4/6/23 4:39,47.567134,-122.362249,POINT (-122.362249 47.567134),F230041480
4831 35th Ave Sw,Low Acuity Response,4/6/23 4:46,47.558988,-122.376234,POINT (-122.376234 47.558988),F230041481
4225 Beach Dr Sw,Aid Response,4/6/23 4:52,47.565587,-122.407826,POINT (-122.407826 47.565587),F230041482
551 Elliott Ave W,Aid Response,4/6/23 4:55,47.624155,-122.365135,POINT (-122.365135 47.624155),F230041483
4605 S VICTOR ST,Aid Response,4/6/23 5:17,47.510218,-122.275137,POINT (-122.275137 47.510218),F230041484
2531 29th Ave W,Aid Response,4/6/23 5:23,47.641769,-122.394183,POINT (-122.394183 47.641769),F230041485
7303 35th Ave Ne,Aid Response,4/6/23 5:33,47.68125,-122.290429,POINT (-122.290429 47.68125),F230041487
1811 Eastlake Ave,Medic Response,4/6/23 5:37,47.618002,-122.329182,POINT (-122.329182 47.618002),F230041488
5208 42nd Ave S,Aid Response,4/6/23 5:47,47.55512,-122.280743,POINT (-122.280743 47.55512),F230041489
505 Ne 70th St,Aid Response,4/6/23 5:58,47.679478,-122.322726,POINT (-122.322726 47.679478),F230041490
16th Ave / E Pike St,Medic Response,4/6/23 6:02,47.614109,-122.311466,POINT (-122.311466 47.614109),F230041491
3641 2nd Ave S,Triaged Incident,4/6/23 6:04,47.571212,-122.332002,POINT (-122.332002 47.571212),F230041492
S Albro Pl / Swift Ave S,Aid Response,4/6/23 6:08,47.548886,-122.311131,POINT (-122.311131 47.548886),F230041493
1501 E Madison St,Auto Fire Alarm,4/6/23 6:13,47.614505,-122.312758,POINT (-122.312758 47.614505),F230041494
1203 Ne 135th St,Aid Response,4/6/23 6:28,47.726674,-122.315345,POINT (-122.315345 47.726674),F230041495
720 Blanchard St,Medic Response,4/6/23 6:41,47.616731,-122.339879,POINT (-122.339879 47.616731),F230041498
4th Ave / Bell St,Encampment Fire,4/6/23 6:41,47.615369,-122.343934,POINT (-122.343934 47.615369),F230041499
710 Cherry St,Rescue Lock In/Out,4/6/23 6:46,47.605387,-122.327511,POINT (-122.327511 47.605387),F230041500
5425 Delridge Way Sw,Aid Response,4/6/23 6:57,47.553494,-122.362966,POINT (-122.362966 47.553494),F230041501
4700 Phinney Ave N,Aid Response,4/6/23 7:09,47.66288,-122.353974,POINT (-122.353974 47.66288),F230041503
1039 6th Ave S,Nurseline/AMR,4/6/23 7:18,47.593751,-122.325968,POINT (-122.325968 47.593751),F230041505
